exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback
CAN,19,2018,FALSE,TRUE,TRUE,TRUE,1,CANA181015,INF_A,6360,10,15,0.786055251133603,0.060036208394570474,2030.0702678806135,0.017338530025259404,2,196
CAN,20,2013,TRUE,TRUE,FALSE,FALSE,2,CANA131125,INF_A,5984,11,25,0.543008324140927,0.09662284556213756,3705.3285661816703,0.0029649332510738174,2,77
CAN,20,2013,TRUE,TRUE,FALSE,FALSE,2,CANB131209,INF_B,1052,12,09,0.5568309380737426,0.0871114912279015,939.0372172247594,0.0019689122149081917,2,105
CAN,21,2012,FALSE,TRUE,TRUE,TRUE,2,CANA121029,INF_A,2534,10,29,0.5547549001303794,0.08589134332240267,1087.32770210424,0.003279238801001339,2,63
CAN,21,2012,FALSE,TRUE,TRUE,TRUE,2,CANB121203,INF_B,660,12,03,0.5458252913369928,0.08863061118980119,850.8538339133576,0.0012030992673948094,2,105
CAN,22,2017,TRUE,TRUE,FALSE,FALSE,3,CANA170918,INF_A,1949,09,18,0.47687498477867557,0.09400773348820497,358.3255665902056,0.008633283266208778,2,84
CAN,22,2017,TRUE,TRUE,FALSE,FALSE,3,CANB170130,INF_B,2246,01,30,0.4928051659186575,0.10104397501710877,2387.3069242624015,7.787219819876269e-4,2,98
CAN,22,2017,TRUE,TRUE,FALSE,FALSE,3,CANB171016,INF_B,2569,10,16,0.537254289588385,0.08514933681932821,339.30558461362955,0.005627357485765525,2,70
CAN,23,2017,TRUE,FALSE,FALSE,TRUE,3,CANA170918,INF_A,5384,09,18,0.4766762851148946,0.0940632730366765,357.65106767067033,0.0086076514751011,2,84
CAN,23,2017,TRUE,FALSE,FALSE,TRUE,3,CANB170130,INF_B,8026,01,30,0.48527080630896885,0.10037322837773927,3675.520728146697,0.0010475194108122295,2,133
CAN,23,2017,TRUE,FALSE,FALSE,TRUE,3,CANB171016,INF_B,6595,10,16,0.5368748016968863,0.0851486978240919,354.6438542522131,0.0056250223561783745,2,70
CAN,24,2010,FALSE,TRUE,FALSE,FALSE,1,CANA101108,INF_A,3328,11,08,0.6569238490518928,0.07543338535335829,2165.1417224561264,0.0036432646188972444,2,105
CAN,25,2010,TRUE,TRUE,FALSE,TRUE,1,CANA101108,INF_A,9434,11,08,0.6614486226060929,0.07487760437923281,2221.483380695806,0.0037411319561102135,2,105
CAN,26,2018,FALSE,TRUE,TRUE,TRUE,1,CANA181015,INF_A,8002,10,15,0.7867617276125157,0.05999901600615131,2030.3191957796892,0.017410241887515762,2,196
CAN,27,2014,FALSE,TRUE,FALSE,TRUE,2,CANA141103,INF_A,6469,11,03,0.5353511753322899,0.08761019933625962,2970.637956266981,0.005806861089486185,2,91
CAN,27,2014,FALSE,TRUE,FALSE,TRUE,2,CANB141124,INF_B,2151,11,24,0.4576564266999792,0.09848158124952812,490.8830647600762,0.0019376872150628007,2,84
CAN,28,2010,FALSE,TRUE,FALSE,FALSE,1,CANA101108,INF_A,9961,11,08,0.659884784381269,0.07516617950440685,2131.132632242715,0.0036009702572891962,2,105
CAN,29,2012,TRUE,FALSE,TRUE,FALSE,2,CANA121029,INF_A,7099,10,29,0.5477168065199208,0.08618971738167795,1406.0706928380393,0.0035885182545942413,2,77
CAN,29,2012,TRUE,FALSE,TRUE,FALSE,2,CANB121203,INF_B,8576,12,03,0.5464804694992087,0.08835346457605044,895.4985930103765,0.0012097408260348403,2,112
CAN,30,2015,TRUE,TRUE,TRUE,TRUE,2,CANA151214,INF_A,1006,12,14,0.7381624350483817,0.0703867333900533,524.699086545028,0.004347842998827955,2,49
CAN,30,2015,TRUE,TRUE,TRUE,TRUE,2,CANB151221,INF_B,420,12,21,0.559236949415666,0.08817733599192834,877.1871075342242,0.0024878626594561715,2,91
