exemplar_code,simulation_cal_year,year,N_A_match,N_B_match,S_A_match,S_B_match,num_epis,epidID,strain,timestep,month,day,sus,trans,infected,reporting,simulation_index,pushback,init_ageing_date,init_nye,pushback_T
GBR,9,2018,TRUE,TRUE,TRUE,TRUE,1,GBRA181015,INF_A,4753,10,15,0.7166578336939704,0.08127937325750995,696.1815639512604,0.0037486302894856527,5,77,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRA190930,INF_A,2537,09,30,0.675114346093949,0.08479669235631274,3057.9877931649376,0.002396350439219985,5,126,NA,NA,FALSE
GBR,10,2019,TRUE,TRUE,FALSE,TRUE,2,GBRB190930,INF_B,3386,09,30,0.6026747779241344,0.09325275721814488,705.8604511827386,5.597008066766871e-4,5,119,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRA101122,INF_A,6431,11,22,0.5890806453032612,0.09073813176882257,5741.306642223033,4.448995427448821e-4,6,49,NA,NA,FALSE
GBR,1,2010,TRUE,TRUE,TRUE,TRUE,2,GBRB101122,INF_B,5385,11,22,0.6327768534076408,0.07718517970671701,8394.349665298505,2.9530972829976804e-4,6,77,NA,NA,FALSE
GBR,2,2011,FALSE,TRUE,TRUE,TRUE,1,GBRA111219,INF_A,8655,12,19,0.5437188004063923,0.08344881579958012,3350.3471250456273,3.241025820464576e-4,6,105,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRA121126,INF_A,5256,11,26,0.7202180748902465,0.06042795625007737,4700.577586288367,9.841450493224629e-4,6,182,NA,NA,FALSE
GBR,3,2012,FALSE,TRUE,TRUE,TRUE,2,GBRB121029,INF_B,4409,10,29,0.5906872266679598,0.0760960128707409,2817.8447116957377,5.885153879921128e-4,6,126,NA,NA,FALSE
GBR,4,2013,TRUE,TRUE,TRUE,TRUE,1,GBRA131209,INF_A,6887,12,09,0.56912152196777,0.10257799983425382,2728.2934301444957,4.5306562072705347e-4,6,105,NA,NA,FALSE
GBR,5,2014,FALSE,FALSE,TRUE,TRUE,1,GBRA141201,INF_A,5561,12,01,0.6465559908996565,0.08156026348368271,9456.375495856444,3.8689284367735813e-4,6,119,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRA151123,INF_A,6778,11,23,0.5628130042014877,0.10340959891361516,1806.1100408874856,0.0011782863497266486,6,98,NA,NA,FALSE
GBR,6,2015,TRUE,TRUE,FALSE,TRUE,3,GBRB150126,INF_B,7373,01,26,0.5987670195952574,0.08528702777611703,7484.611750611665,1.5616793822099468e-4,6,154,NA,NA,FALSE
