country,country_code,vacc_program,year,age1,age2,age3,age4
Uzbekistan,UZB,3,2025,1943044.7654306453,5320224.718349681,0,1261087.125158802
Uzbekistan,UZB,3,2026,1033640.9892857281,2100453.4189182892,0,698415.4685006996
Uzbekistan,UZB,3,2027,1004276.7098122744,2114449.233285875,0,750654.3472788576
Uzbekistan,UZB,3,2028,1004219.3247542131,2126496.548243001,0,800630.7358772609
Uzbekistan,UZB,3,2029,1006468.8263409565,2137215.4073037,0,848113.3871626337
Uzbekistan,UZB,3,2030,1019429.9642500671,2178862.3231609557,0,902792.4191692416
Uzbekistan,UZB,3,2031,1016065.1806362607,2156670.2134328103,0,935562.5312456234
Uzbekistan,UZB,3,2032,1021928.3754043654,2166134.8118784586,0,975584.6010399234
Uzbekistan,UZB,3,2033,1028819.1305289513,2175702.882333417,0,1013347.9472690695
Uzbekistan,UZB,3,2034,1036268.8334113255,2185532.9214301347,0,1048981.0545354884
Uzbekistan,UZB,3,2035,1044130.2119817059,2195718.488112604,0,1082617.6209569043
Uzbekistan,UZB,3,2036,1061604.1861438074,2238929.1749958945,0,1127316.5955748253
Uzbekistan,UZB,3,2037,1061175.6307696477,2217412.508596187,0,1144509.0993264238
Uzbekistan,UZB,3,2038,1069348.5986844643,2229019.6132075107,0,1172917.7640692014
Uzbekistan,UZB,3,2039,1077922.6289253833,2241101.326298135,0,1199847.7396043753
Uzbekistan,UZB,3,2040,1086560.6854769508,2253653.958716724,0,1225405.225164272
Uzbekistan,UZB,3,2041,1104914.4911061192,2300147.9803303024,0,1264519.112108139
Uzbekistan,UZB,3,2042,1104454.7532021462,2280103.9576220047,0,1272869.795881599
Uzbekistan,UZB,3,2043,1112765.8169336373,2294003.2641669987,0,1294860.4911129614
Uzbekistan,UZB,3,2044,1121390.285110823,2308280.5166136166,0,1315862.2737926939
Uzbekistan,UZB,3,2045,1129999.8988355095,2322910.1792474487,0,1335947.146753017
Uzbekistan,UZB,3,2046,1138587.3337702581,2337867.3016153686,0,1355188.526120243
Uzbekistan,UZB,3,2047,1157303.6049176026,2387899.9865975464,0,1390202.997629298
Uzbekistan,UZB,3,2048,1156274.8376182145,2368683.4530418,0,1391479.074325171
Uzbekistan,UZB,3,2049,1164411.0870546575,2384538.1392023913,0,1408543.2582507639
Uzbekistan,UZB,3,2050,1172874.0816926288,2400621.098117614,0,1425023.4380140968
